Move,History (PGN),Commentary,Eval Before,Eval After,Delta,Top K Best Moves
Bxa5,e4 c6 Nf3 d5 e5 Bg4 Be2 e6 Nc3 Nd7 O-O Bxf3 Bxf3 Nxe5 d4 Nxf3+ Qxf3 Bd6 Re1 Qh4 g3 Qxd4 Be3 Qf6 Qxf6 Nxf6 Bg5 Be7 a3 h6 Bd2 O-O b4 b5 f3 a5 bxa5 Rxa5 Nxd5 cxd5,"I am so sad. I had some small advantage going for me, and of course had to squander it right away.",40,-36,-76.0,"f8c8, c2c3"
Nc6,d4 Nf6 c4,"I was happy to be getting my favourite defence against 1. d4, especially after having to face a few dodgy systems recently, such as the London System and Veresov.",-27,69,96.0,"d4d5, c6e5, e2e4"
Rb4,d4 d5 c4 e6 Nf3 c6 Nc3 h6 e4 b6 Bf4 Nf6 Bxb8 Rxb8 Ne5 Bb7 Qa4 a6 Nxc6 Bxc6 Qxc6+ Nd7 cxd5 Rc8 Qb7 a5 Bb5 Bd6 Bxd7+ Qxd7 Qxd7+ Kxd7 O-O Rc4 Nb5,"Ce déplacement permettra aux noirs de récupérer un pion, car les blancs ne peuvent pas protéger le pion et le cavalier.",-58,119,177.0,d5e6
Nd4,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nf6 Nf3 Nc6 h3 e5 d3 Bd6 Bg5 Be6 Nbd2 O-O O-O h6 Bh4 Na5 c4 dxc4 dxc4 g5 Bg3 Nxb3 Qxb3 Qc7 Rac1 e4,I miscalculated here as I began to feel the pressure. I imagined this variation be safer than it really was a few moves ago.,16,-18,-34.0,d6g3
Rg8,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3 Nc6 Bd3 O-O Ne2 d6 e4 Ne8 O-O b6 f4 Ba6 f5 e5 f6 Kh8 d5 Na5 Ng3 gxf6 Nf5 Bc8 Qh5 Bxf5 exf5,Attempting to support his beleaguered King.,-471,516,987.0,"f1f3, g8g7, f3h3"
Bf4,e4 e5 Nf3 Nc6 a3 Nf6 d3 Ng4 h3 Nxf2 Kxf2 Bc5+ Ke2 Nd4+ Nxd4 exd4 Qd2 O-O Kd1 Qh4 Qg5 Qxg5 Bxg5 Rb8,"Let's see what he'll do, waiting move on my part with rook on b8.",454,-463,-917.0,"d7d6, b1d2, f7f5"
bxc5,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 c5 Be7 Qd3 Nbd7 e4 dxe4 Nxe4 Nxe4 Qxe4 Nf6 Qc2 O-O Be2 Qd5 O-O Qe4 Qxe4 Nxe4 Nd2 Nf6 Nc4 Nd5 Bd2 b6 b4 Ba6 Rfe1,creating another open file. This pays off too.,92,17,-75.0,"d4c5, e7f6"
c5,b3 b6 Bb2 Bb7 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d3 d6 e4 e5 c4,"Locking up the centre. I don't like this overmuch, as once the action begins, White will have the first chance to get his licks in. The less strategic scope there is the more likely (I believe) that Black will be thrown onto the defensive. If White's winning prospects happen to be slender, how much skinnier would Black's be?",-4,7,11.0,a2a3
Qe5,e4 e5 Bc4 Nc6 Nf3 Nf6 Nc3 Bb4 d4 Bxc3+ bxc3 Nxe4 Nxe5 Nxe5 dxe5 d6 Qd3 Nc5 Qe2 dxe5 Qxe5+ Ne6 Bxe6 Bxe6 O-O O-O Ba3 Re8 Qg3 Qd2 Bc1 Qxc2 Bh6 g6,Threatening checkmate again.,Mate,Mate,,"f7f6, e5f6, c2c3"
Re2+,d4 Nf6 c4 e6 Nf3 Nc6 a3 d6 b4 e5 d5 Ne7 Nc3 Ng6 Qc2 Be7 e4 Bd7 Bd3 a6 h3 c6 Be3 Qc8 Rc1 O-O Na4 Bd8 Nb6 Bxb6 Bxb6 cxd5 exd5 e4 Nd2 exd3 Qxd3 Re8+ Kd1 Ba4+ Nb3 Nf4 Qc3 Qf5 Qc2 Qxc2+ Kxc2,24. …. Re2+ - the queens are off the board but King Butz is in deep do-dos!,606,-640,-1246.0,"c2c3, f6e4, c3d4"
e6,e4,"Frank had zich voorbereid, dus koos ik voor een opening die ik niet vaak speel.",-31,38,69.0,"d2d4, d7d5"
Be3,e4 e5 Nf3 d6 d4 exd4 Nxd4 a6 Be2 g6 Nc3 c6,"I develop my bishop, and aim it at b 6",199,-149,-348.0,"g8f6, d1d2, b7b5"
Ne5,d4 e6 e3 h5 Nf3 Rh6 e4 f5 Bg5 Be7 Bxh6 Nxh6 Nc3 d5 exf5 exf5,"Now that I have a bit of an early lead, I'm thinking of just trying to exchange as many pieces as possible to open a pathway to the king.",380,-377,-757.0,"h6g4, h2h3, g4f6"
e4,,Normal opeining,,-27,,"e7e5, g1f3"
Rxf5,d4 g6 c4 Bg7 e4 d6 Nc3 Nf6 Be2 c5 d5 Nbd7 Nf3 O-O O-O a6 a4 Rb8 Qc2 h6 Re1 Ne8 Bf1 Nc7 a5 Kh7 Bf4 b5 axb6 Rxb6 e5 dxe5 Nxe5 Nxe5 Bxe5 Bxe5 Rxe5 Qd6 Rae1 Bf5,"!? In post-mortem, Black was insistent that White with an Alekhine's gun Qe2 would win the game outright with weak pawns on e7&f7, hanging knight-c7 and a winning endgame, if Queen's and one set of rooks were exchanged and my Re1 would be on e7. Black couldn't defend the e7-pawn and the e7-e6 pawn push would trap his Bishop with pawn g2-g4. And I saw this!!! I also saw that his Rb6 had counter play on the b-file and my weak back-rank, and a well-developed bishop on Bf5. For example, Black's Rb6 & Bf5 could've doubled team my Bf1. The checkmate is stronger than grabbing the hanging c7-Knight: this is what I thought. I noted that Black had weak squares around the King.",286,-274,-560.0,"g6f5, c2f5, d6g6"
Qb3,e4 c6 e5 d5 d4 Bf5 c3 e6 Nf3 Nd7 a3 c5 Bb5 cxd4 Nxd4 a6 Bxd7+ Qxd7 Nd2 Bc5 Nd2b3 Rc8 O-O Ne7 Be3 Bxd4 Bxd4 Ng6 Nc5 Qe7,"If I take the Knight 16... Rxc5 17. Bxc5 Qxc5 18. Qxb7 O-O 19. Qxa6 Kxe5, I occupy the center and we are even in material. I don't remember for sure, but I must have forgotten it was my plan... Turns out it was for the better!",53,232,179.0,c8c5
Bxf3,e4 e5 c4 Nf6 d3 c5 Bg5 Be7 Bxf6 Bxf6 Nc3 d6 a3 Nc6 b4 Nd4 b5 O-O Nd5 b6 Nf3 Bg4 Be2,"wanting to keep my horse on D4 i proceed with the exchange. I have an eye on the C2 square, wanting to fork the king and rook. but he's set up to castle and when that happens my opportunity there is gone.",-16,50,66.0,"e2f3, a7a6"
f3,c4 d5 e3 c6 Nc3 Nf6 d4 Bg4,White blocks.,44,-36,-80.0,"g4c8, c4d5"
Nc3,e4 e5 Nf3 Qf6,I decide to just develop as usual.,125,-137,-262.0,"b8c6, c3d5, f6d8"
f5,d4 Nf6 c4 e5 d5 Bb4+ Bd2 Qe7 Nc3 O-O a3 Bxc3 Bxc3 Ne4 Bb4 Qf6 f3 Qh4+ g3 Nxg3 hxg3 Qxh1 Nh3 d6 g4 h5 Kf2 hxg4 fxg4,I like it.,464,-460,-924.0,"g4g5, b8a6, f1g2"
Qa4+,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Nc6 O-O Qf6 Re1 Bf5 c3 Bd6 g3 Bg4 Bxe4 dxe4 Rxe4+ Ne5 dxe5 Bxe5 Rxe5+ Qxe5,(!) The tactical melee ain't over yet!,572,-582,-1154.0,"b7b5, a4g4, h7h5"
dxc4,d4 d5 c4,I thought I might as well take it.,-18,28,46.0,"e2e4, c7c5"
a3,d4 e6,"Una mossa strana, Ma visto che in passato il GM francese Eric Prie l'ha giocata in diverse occasioni, ottenendo anche buoni risultati, se non corretta è perlomeno giocabile. Ho letto un consiglio su come affrontare simili mosse in apertura: evitare di perdere tempo a cercare una confutazione che spesso non c'è e pensare a sviluppare i pezzi.",37,-9,-46.0,"d7d5, g1f3, g8f6"
Na3,b3 b6 Bb2 Bb7 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d3 d6 e4 e5 c4 c5 a4 a5,"A deliberate invitation to Black to break the symmetry. Of course Black is not going to play 11...Na6, is he?",20,-16,-36.0,d8d7
c5,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 d6 c3 Bg4 d3 O-O h3 Bh5 Nbd2 b5 Bb3 Na5 Bc2,"12...c5 is the most common & only current high level option GE average is ~+0.55 for white... 12 Nf1 is most common option for white - historically, black mainly played 13...Nc6 ahead of 13....Nd7 as second choice Currently black tends to prefer 13....Re8 at highest level games",-59,67,126.0,"d2f1, a5c6"
d4,,"I was very pleased with this result. I was playing a young (born 1998) Spanish FIDE Master on Lichess. I am playing and running sides in the 4NCL Online. My opponent, Antonio Ruperez Benito https://ratings.fide.com/card.phtml?event=22245049 is board 2 for my 1st team. We were having a practice game at the usual 4NCL time control, 45 minutes each plus 15 seconds.",,-21,,"g8f6, c2c4, e7e6"
Bg5,d4 Nf6 c4 e5 dxe5 Ng4 e4 Nxe5 f4 Ng6 Nf3 Bc5 h4 d6 f5 Ne5,!,70,-40,-110.0,f7f6
g6,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 O-O c6 Bc4 d5 exd5 cxd5 Bb5+ Bd7 Re1+ Be7 Qg4,"Now, where is the weakness in Black's position?",-320,376,696.0,"g4d4, f7f6, d4d5"
g4,d4 b5 Nf3 Bb7 Bg5 h6 Bh4 g5 Bg3 Bg7 c3,"Black has two attacks on f3, I do not have enough piece development to move to 5th rank, must maintain control of center ('cause someone said that's important)",-59,114,173.0,"f3d2, c7c5, e2e3"
Nf3,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bh6 Na3 O-O d3 Bg7 Bg5 h6 Bxf6 Bxf6 Qe3 Bg7,At least Qe3 lets me play Nf3.,-82,78,160.0,"c6a5, c4b3, a5b3"
Rxd5,c4 e5 Nc3 Nf6 g3 Bc5 Bg2 Nc6 e4 d6 Nge2 Be6 O-O Bxc4 d3 Be6 a3 O-O b4 Bb6 Bb2 Nd4 Rc1 Bg4 h3 Bf3 Bxf3 Nxf3+ Kg2 Nd4 Na4 Nxe2 Nxb6 Nxc1 Nxa8 Nxd3 Qxd3 Qxa8 Rc1 Qd8 Qf3 c6 Rd1 Qe7 Qe3 a6 f3 Rd8 Rd3 h6 Qd2 d5 Bc1 Rd7 exd5,following my policy of exchanging down,416,-383,-799.0,"d3d5, c6d5, d2c3"
Bxc6+,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 h3 c5 Bb5+ Nc6,White has no compensation for Black's bishop pair and now the d5 pawn is no longer isolated.,12,13,1.0,"b7c6, e1g1, f8e7"
d6,d4 Nf6 c4 g6 Nc3 Bg7 e4,"discouraging e5 for the time being. While e5 can be played, after the pawn exchanges (and a probable queen trade), white's pawn center liquidates.",-48,45,93.0,"h2h3, e8g8"
Nd2,Nf3 d5 d4 Nf6 Bf4 c5 e3 Nc6 Nc3 Nh5 Be5 Nxe5 Nxe5 Nf6 Bb5+ Bd7 Nxd7 Nxd7 Nxd5 e6 Nc3 a6 Bxd7+ Qxd7 d5 Be7 Qg4 O-O dxe6 Qxe6 Qxe6 fxe6 Ne4 Rad8 Ke2 Rf5 Rad1 Rfd5 c4 Rd5xd1 Rxd1 Rxd1 Kxd1 Kf7 Ke2 h5 f4 h4 Kf3 Kg6 Kg4 b5 b3 bxc4 bxc4 a5 a4 Kh6,! and it was here I didn't see some of White's moves my pawns were fixed targets... I was glad I made it this far in the Simul as I was in the top 33% of the 25-30 players left still playing.,483,-500,-983.0,"e7d8, d2b3, d8b6"
g5,e4 e5 f3 Nc6 g4 g5 h4 h6 hxg5 Qxg5 Bb5 a6 Bxc6 bxc6 Nh3 Qf6 O-O Bb7,Better give up the pawn to safe queen.,-152,417,569.0,"h6g5, g1g2, f8c5"
O-O,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Nc6,"Priyanka castles, bringing her king to safety, an excellent move.",36,-40,-76.0,"f8e7, c2c4, e8g8"
Kf6,e4 c6 d4 d6 c4 a6 Nc3 b5 f4 e6 Nf3 b4 Na4 d5 e5 dxc4 Bxc4 Ne7 O-O Nd5 Qe1 Qa5 b3 Qc7 Qg3 Nd7 Nh4 Nd7b6 Nb2 Nc3 Bd2 Nxc4 Bxc3 Nxe5 fxe5 bxc3 Qxc3 Qb6 Nc4 Qd8 Nf3 Bd7 Rf2 Be7 Na5 Qb6 Nc4 Qc7 Raf1 O-O Qe3 c5 h4 cxd4 Qe4 Bc6 Qd3 Bd5 Nd6 Bxf3 Rf2xf3 Bxd6 exd6 Qxd6 Qe4 Rac8 h5 Qc5 h6 g6 Qf4 f5 Re1 Kf7 Rd3 Rfe8 Re5 Qc1+ Qxc1 Rxc1+ Kh2 Rd8 Ra5 Rd6 Ra4 e5 Rb4 Rdc6 Rb7+ Rc6c7 Rb6 Rc1c6 Rb8,"Remember the d4 pawn, it singly held whites rook on d3 for almost a fifth of the entire game.",478,-483,-961.0,"b8d8, f6g5, b3b4"
O-O,e4 c5 Nf3 Nc6 Bb5 g6 c3 Bg7 d4 cxd4 cxd4 Qb6 Nc3 Nxd4 Nd5 Nxf3+ Qxf3 Qd6 Bd2 e6 Bb4 Qb8,Il confronto dello sviluppo delle due parti è impietoso. Il nero può farsene ben poco del pedone in più,240,-275,-515.0,"a7a6, f3e3"
Be3,e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Nf3 c6 Ne5 Nbd7 f4 Qc7 Bc4 Nxe5 fxe5 Bg4 Qd2 Nd5 Nxd5 cxd5 Bxd5 e6 Be4 O-O-O O-O Rd7 b3 Rxd4 Rxf7 Qb6 Qc3+ Rc4+,"Now it's queen for queen, but black gets white's black bishop. The cost is doubled pawns, and e without any support. But that bishop--totally worth it.",-345,346,691.0,"c4c3, e3b6, a7b6"
Qc3,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 d4 b5 d5 bxa4 dxc6 Ne7 Nc3 Nxc6 Nxa4 Be7 O-O O-O c4 Be6 b3 Kh8 Bb2 f5 Qd3 Nb4,"The knight is unprotected, so how to defend?",-112,148,260.0,"a8b8, f3d2"
cxd5,d4 d5 c4 e6 Nc3 Bb4 Qa4+ Nc6 Nf3 Nf6 Bg5 O-O e3 h6 Bh4 Bd7 Qb3 a6 Bxf6 Qxf6,White takes. Fritz agrees.,56,-63,-119.0,"e6d5, b3d5, a8d8"
e3,d4 Nf6 Nf3 g6 c4 d5 c5 Bg7 Nc3 c6 b4 a6 a4 O-O Bf4 Nbd7 b5 axb5 axb5 Rxa1 Qxa1 Re8 b6 Nf8 Bc7 Qd7 Ne5 Qe6,Completing the pawn chain and opening the file for white bishop,-89,82,171.0,"f6g4, e5f3"
a4,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 O-O Ngf6 Re1 e6 d3 Be7 Nbd2 O-O h3 b5 Nf1 c4 Ng3 cxd3 cxd3 Ne5 d4 Nxf3+ Qxf3 d5 e5 Nd7 Nh5 Kh8 Qg4 Rg8 Bd2 Nb6 b3 Rc8 Rac1 Ba3 Bg5 Rxc1 Bxc1 Be7 Be3 Nd7 Rc1 a5 g3,Black's counter play on the queenside will not change the game to his favor. Kingside attack forces black to hunker down.,-141,152,293.0,"h3h4, d8b8"
Bd6,d4 c6 c4 d5 e3 Bf5 Bd3 Bxd3 Qxd3 dxc4 Qxc4 Qd5 Qxd5 cxd5 Nf3 Nc6 Ke2 e6 Bd2,"getting a bit bored - offered draw.... I played Nc6 slightly mechanistically and also because e5 'looks important' Afterwards, I wondered about f6? Does it have merit? really stifles white knight and might even frustrate his bishop a bit - and he has no light squared bishop and at this stage it's not getting in the way of my knight unless I fancy Ne4 at some stage, in which case I'd probably want to play f5 first anyway actually, I'm having a bit of buyer's remorse now - I would like to reduce down to just 2 or 3 games to focus on (currently 5 in play) but when I look at e.g. (very quick doodle, need to look at these lines properly) 11. Nc3 Rc8 12. Nb5 Bb8 13. Rac1 a6 14. Na3 Nge7 15. Rc2 O-O 16. Rhc1 Bd6 17. Nb1 Nb4 18. Bxb4 Bxb4 19. Rxc8 Rxc8 20. Rxc8+ Nxc8 then I see that the bishop is an endgame advantage- I slightly regret offering the draw now....but with only 4 games left to focus on, it makes sense from game management - I believe that I'm winning in 2 games, advantage in 1 and level in the other - have 1.5 points from the 2 finished games- I think that 4.5/6 should be good enough to make the next round, 5/6 (as always) would definitely clinch it of course",-3,3,6.0,"f3e1, g8e7, b1c3"
Ra1,e4 e5 Nf3 Qf6 Bc4 Bc5 Nc3 c6 d3 h6 a3 b5 Ba2 d6 b4 Bb6 Qe2 Bg4 Be3 Bxf3 gxf3 Ne7 Kd2 Bxe3+ Qxe3 Ng6 Ne2 Nf4 Nxf4 Qxf4 Rag1 Qxe3+ fxe3 O-O Rg3 a5 Bb3 axb4 axb4 Na6 c3 Nc7 Kc2 d5 exd5 Nxd5 Bxd5 cxd5 Kb2 Ra4,Prophylactic move against rooks doubling.,6,1,-5.0,"a4a1, b2a1, g7g5"
Nf8,b3 e5 Bb2 Nc6 e3 d5 Bb5 Bd6 f4 f6 Nf3 exf4 Bxc6+ bxc6 exf4 Bxf4 O-O Bd6 Re1+ Ne7 Nd4 O-O Ne6 Bxe6 Rxe6 Qd7 Qe2 Rae8 Ba3 Ng6 Rxe8 Rxe8 Qf2 Qe7 Bxd6 cxd6 Nc3,I thought for quite a while on this move. About 5 minutes I thought what was the next stage of the game? What can I move? My Queen and Rook were on awesome squares and controlling the open file but I noticed my Knight wasn't doing to much.,198,-78,-276.0,"a1f1, f8e6"
Kh7,e4 d5 exd5 Qxd5 Nc3 Qf5 Nf3 Qe6+ Be2 Nc6 O-O h6 d4 Nb4 d5 Qf5 Nd4 Qd7 Nb3 Na6 Bb5 c6 dxc6 bxc6 Qxd7+ Bxd7 Bxa6 Bc8 Bc4 Nf6 Bf4 g5 Bc7 Be6 Bxe6 fxe6 Nc5 Rg8 Rfe1 Rc8 Be5 Ng4 Bg3 Nf6 Nxe6 Kf7 Rad1 a6 Na4 Re8 Nac5 Nd5 a3 Nb6 b3 g4 Rd4 Kg6 Rxg4+,"I finally realized my earlier idea would not work no matter what I did, I cannot get the king go far enough away. But, hey, there is now a weak pawn on h6. It can be defended, true, but one of its defenders, the bishop can be removed. And thus, the plan is former.",-766,768,1534.0,"g4f4, f8g7, e6g7"
Bf4,d4 Nf6 Bf4 c5 e3 Nd5 Bg3 Qb6 b3 cxd4 exd4 g6 Be5 Nf6 Nf3 Bg7 c3 O-O Be2 d6 Bf4 e5 dxe5 dxe5 Bxe5 Nc6,?? The bishop has moved 5 times in 14 moves!,-134,174,308.0,"f8d8, d1c1"
Qxd2,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nxc6 bxc6 Nc3 e5 Be2 Bb4 Bd2 O-O O-O a5 a3 Bc5 Bg5 a4 b3 axb3 Bc1 Bd4 Bd2 Nxe4 Qe1 Nxd2,,-586,597,1183.0,"d8a5, c2b3, d4c3"
Qf6,e4 e5 f4 exf4 Bc4 b5 Bxb5 Qh4+ Kf1 Nf6 Nf3 Qh6 d3 Nh5 Nh4 c6 Nf5 Qg5 g4 Nf6 Rg1 cxb5 h4 Qg6 h5 Qg5 Qf3 Ng8 Bxf4,"RETI: ""Un jugador contemporáneo hubiera estimado suficiente la constante exposición de la dama negra al ataque enemigo y hubiera retrocedido hacia d8. Pero en aquella epoca, el hecho de que se pudiera amenazar b2 desde f6 resultaba determinante.""",-230,242,472.0,"b1c3, f6c6, a2a4"
Rg7#,e4 c5 f4 d6 d4 cxd4 Bc4 e5 Nf3 Nf6 Ng5 Be6 Bxe6 fxe6 Nxe6 Qd7 Nxf8 Rxf8 O-O Kf7 fxe5 dxe5 Qh5+ Kg8 Qxe5 Nc6 Qf5 Qxf5 Rxf5 Nxe4 Rxf8+ Rxf8 Nd2 Nxd2 Bxd2 a6 c3 d3 Re1 h6 Re4 Rd8 b4 b5 Re6 Rc8 Kf2 Rc7 h4 a5 a3 axb4 axb4 Nd8 Re8+ Kf7 Rxd8 Rc4 Rxd3 Rxh4 Rd5 Rc4 Rxb5 g5 Rb6 Kg7 g4 Re4 Kf3 Re7 c4 Rf7+ Ke3 Re7+ Kf3 Rf7+ Kg3 Rd7 Bc3+ Kh7 Kf2 Rf7+ Ke2 Rf4 Rb7+ Kg6,,Mate,Mate,,
f6,d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d5 cxd5 Nxd5 O-O c5 e4 Nb6 d5 e6 Bg5,Avoiding 10... Q - Q 2?? 11 B - R 3 B x P 12 Q Kt - Q 2 B x R 13 Q x B with the fatal threat of 14 B - R 6.,-95,95,190.0,"g5e3, b8a6, b1c3"
e4,,"In this game I had excellent chances, I went a pawn up, but unfortunately gave it back and drew.",,-27,,e7e5
Be2,d4 d5 c4 c6 Nf3 Nf6 Nc3 g6 Bf4 Bg7 e3 O-O Qb3 dxc4 Bxc4 Nbd7 Ne5 Qe8 Be2 Nxe5 Bxe5 Qd8 O-O Qb6 Qa3 Re8 Rac1 Bf8 Na4 Qd8 Rfd1 Nd5 e4 e6 Qf3 Nb6 Nc5 Nd7 Nxd7 Bxd7 Bf6 Qa5 Rc5 Qxa2 Rh5 e5 dxe5 Be6 Qf4 Qxb2 Bf1 Be7 Qh4 Bc5 Rh6 a5 Rd3 Bxf2+ Qxf2 Qxf2+ Kxf2 a4,"Black has no resources left. If 32... P-R6, 33 P-N4! P-R7 34 RxRP wins at once. Black's desperate sacrifice can only delay matters.",513,-448,-961.0,"e8d8, d3d8, a8d8"
Rfe1,e4 e6 d4 d5 Nc3 Bb4 e5 b6 Qg4 Bf8 Nf3 Qd7 Be3 Nc6 a3 Bb7 Bb5 O-O-O O-O Nge7 b4 f6,"?! Alternative variation: 12.Bd3 [! nella falsariga alla nota con 7...Ab7, riposizionando l'Alfiere in una casa in cui può contrastare ...Cf5 e liberando comunque la strada (assieme a Cc3-e2) ad un attacco di pedoni sull'ala di Donna avversaria] Nf5 13.Ne2 Nxe3 14.fxe3 [con leggero vantaggio del Bianco, che adesso ha anche lui una mobile massa di pedoni sull'ala di Donna]",22,11,-11.0,h7h5
exd4,d4 Nf6 Nc3 d5 Bf4 e6 Nb5 Na6 e3 Be7 h4 O-O Nf3 c6 Nc3 Qb6 a3 c5 Bxa6 Qxa6 h5 h6 g4 Nxg4 Rg1 f5 Ne5 cxd4,Now 15... Qb6 is equal. Then if 16. Nxg4 fxg4 17. Qxg4 Qxd4 is winning for Black.,29,-23,-52.0,a6b6
d6,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 e6 Bb4+ Nc3 Qf6 exf7+ Kxf7 Qd5+ Kf8 Bd2 Ne7 Qh5,Time: 41 mins.,-295,281,576.0,"h2h3, g4e5, f3e5"
Bg4,e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Be3 c6 Bd3 h6 Nge2,This has no sting since f3 is a decent reply.,-125,162,287.0,"f2f3, g4c8, d1d2"
a3,d4 Nf6 c4 e6 Nf3 Nc6,4. a3 - preventing a possible Nb4.,50,-52,-102.0,"d7d5, b1c3, f6e4"
h5,f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5 g3 Nc6 Bg2 g4 Nh4 Nge7 b3 Ng6 Bxc6+ bxc6 Ng2 Be5 Nc3,{ignoring what I recommend to juniors about developing pieces quickly when teaching chess but Shredder also played this move so I guess it's okay.},72,-77,-149.0,"d2d4, e5d4"
Rfb8,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Bxf6 gxf6 Nd5 f5 Bd3 Be6 O-O Bg7 Qh5 f4 c4 bxc4 Bxc4 O-O Rac1 Rb8 b3 Bxd5 Bxd5 Nb4 Rfd1 Nxa2 Rc6 Qe7 Nc4 Nb4 Rxd6 Nxd5 Rd6xd5 Rxb3 Nd6 h6 h4,? Qf6 is needed.,-372,432,804.0,"d6f5, e7f8, h5g4"
Nd2,Nf3 c5 e4 d6 d4 cxd4 Nxd4 Nf6 f3 e5 Nb3 Be6 c4 a5 Be3 Be7 Nc3 O-O Be2 Nc6 O-O a4 Nd2 Qa5 Nd5 Bxd5 cxd5 Nb4 a3 Na6 Nc4 Qc7 Qxa4 Nc5 Qd1 b5,19. Nd2 - so does Sir Lollabout!,251,-262,-513.0,"c7d7, b2b4, c5a4"
Bg6+,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 Bc4 O-O Bg5 h6 Bh4 d6 Nc3 Nd4 O-O Qd7 Bxf6 gxf6 Nd5 Qd8 c3 Ne6 b4 c6 Ne3 Bxe3 fxe3 b5 Bb3 Ng5 Nh4 Kh8 Qh5 Kh7 Rf2 Rg8 Bxf7 Nh3+ Kf1 Bg4 Bg6+ Kg7 Qxg4 Nxf2 Kxf2 Kf8 Qh5 Rh8 Bf5 Rg8 Qxh6+ Ke8,"White is trying to get his bishop into the attack, but its job at f5 covers important territory that it was not necessary to leave its post. 28. Qh5+ was strong, and against perfect defence White's attack is powerful. Black gets a break here.",663,-525,-1188.0,"e8d7, h6h7, d7c8"
Bd3,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6,"Much more often played is 6.e5. Rather than respond at once with 6...Nd5, Black seems to do better by inserting 6...Qe7 7.Qe2, and then ...Nd5 8.c4 Nb6, cutting back White's options subsequently.",-1,2,3.0,"d7d5, e4d5"
c6,d4 d5 c4 dxc4 Nf3,At this point I'm out of book.,-25,29,54.0,"e2e3, b7b5"
Nf4+,e4 e6 d3 d5 Nd2 c5 Ngf3 Nc6 g3 Nf6 Bg2 Be7 O-O O-O Re1 Qc7 e5 Ng4 Qe2 f6 Bh3 Ngxe5 Nxe5 fxe5 c3 Bf6 Nf3 Qf7 Ng5 Bxg5 Bxg5 h6 Bd2 Bd7 Ref1 Qg6 Rae1 Rf7 Bg4 Qh7 f4 Raf8 fxe5 Rf7xf1+ Rxf1 Rxf1+ Kxf1 Qg6 Bf4 Qf7 Kg2 g5 Be3 d4 cxd4 cxd4 Bh5 Qf5 Bf2 Nxe5 g4 Bc6+ Kh3 Qxd3+ Qxd3 Nxd3 Bxd4,Wit geeft op. 35. Kg3 - Pe2+ verliest de loper. Commentaar van Herman,568,-589,-1157.0,"h3g3, f4e2, g3f2"
Qh4,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 O-O h6 a3 a5 d3 O-O Be3 Bxe3 fxe3 Ng4 Qe2 Kh8 Nd2 d6 Bxf7 Qe7 Nd5,Could have gone there in one move !? (May be the Queen is electrically powered and needed a battery charge on e7...) Note how the pawn on c7 is undefended. In fact white's Knight on d5 hasn't done much yet but looks powerfull.,-277,317,594.0,"h2h3, g4f6, d5c7"
Bg5,e4 e5 Nc3 c6 d4 exd4 Qxd4 Qe7 Nf3 d5 Bd3 Bf5 O-O dxe4 Bxe4 Bxe4 Nxe4 Nd7 Re1 Kd8 a3 Qe8 Nd6 Qxe1+ Nxe1 Bxd6 Qxd6 Ngf6,The pins begin. Remember my aim here is always to get whatever tries to develop if possible. This will also allow me to wreck black's structure and create pawn weaknesses.,689,-723,-1412.0,"d8c8, g5f6, d7f6"
Bb2,e3 g6 a3 Nf6 b4 Bg7,As I'm not familiar with this opening at all I'm going for early safety and aiming to castle soon. This should give me a little time to see what my opponent is up to,-4,-4,0.0,"e8g8, g1f3, a7a5"
e5,e4,same,-38,32,70.0,"g1f3, g8f6, d2d4"
